Category,Order Date,Sales Target,Segment
Office Supplies,4/5/2014,253.81,Home Office
Technology,4/5/2014,376.16,Consumer
Technology,4/5/2014,152.23,Home Office
Office Supplies,4/7/2014,8.42,Corporate
Office Supplies,4/7/2014,106.32,Home Office
Furniture,4/8/2014,"1,001.29",Home Office
Office Supplies,4/8/2014,21.8,Home Office
Technology,4/8/2014,820.42,Home Office
Furniture,4/9/2014,567.05,Corporate
Office Supplies,4/9/2014,"2,502.60",Corporate
Office Supplies,4/9/2014,"3,288.99",Home Office
Office Supplies,4/10/2014,686.19,Consumer
Office Supplies,4/10/2014,109.69,Corporate
Office Supplies,4/10/2014,821.66,Home Office
Furniture,4/11/2014,38.14,Consumer
Furniture,4/11/2014,12.94,Corporate
Office Supplies,4/11/2014,207.53,Consumer
Office Supplies,4/11/2014,4.46,Corporate
Office Supplies,4/11/2014,258.79,Home Office
Technology,4/11/2014,97.65,Consumer
Technology,4/11/2014,96.99,Home Office
Office Supplies,4/12/2014,87.07,Consumer
Office Supplies,4/12/2014,10.68,Home Office
Technology,4/12/2014,238.42,Consumer
Office Supplies,4/13/2014,76.63,Consumer
Furniture,4/14/2014,388.67,Corporate
Office Supplies,4/14/2014,927.3,Corporate
Furniture,4/15/2014,259.32,Consumer
Furniture,4/15/2014,264.54,Corporate
Office Supplies,4/15/2014,130.39,Consumer
Office Supplies,4/15/2014,9.2,Home Office
Furniture,4/16/2014,178.77,Corporate
Office Supplies,4/16/2014,18.81,Consumer
Office Supplies,4/16/2014,98.5,Corporate
Office Supplies,4/16/2014,21.77,Home Office
Furniture,4/17/2014,97.69,Consumer
Office Supplies,4/17/2014,286.74,Consumer
Office Supplies,4/17/2014,448.61,Corporate
Office Supplies,4/17/2014,59.55,Home Office
Technology,4/17/2014,27.54,Corporate
Furniture,4/18/2014,270.3,Consumer
Office Supplies,4/18/2014,64.6,Consumer
Office Supplies,4/18/2014,179.53,Corporate
Office Supplies,4/18/2014,59.52,Home Office
Technology,4/18/2014,272.14,Consumer
Technology,4/18/2014,"2,804.98",Home Office
Furniture,4/21/2014,328.3,Consumer
Furniture,4/21/2014,84.94,Corporate
Furniture,4/21/2014,37.74,Home Office
Office Supplies,4/21/2014,213.12,Consumer
Office Supplies,4/21/2014,357.16,Corporate
Office Supplies,4/21/2014,908.68,Home Office
Technology,4/21/2014,134.62,Home Office
Furniture,4/22/2014,942.85,Consumer
Office Supplies,4/22/2014,108.04,Consumer
Office Supplies,4/22/2014,20.74,Corporate
Technology,4/22/2014,10.85,Consumer
Technology,4/22/2014,49.42,Corporate
Furniture,4/23/2014,19.01,Consumer
Furniture,4/23/2014,267.07,Home Office
Office Supplies,4/23/2014,735.82,Consumer
Furniture,4/24/2014,109.32,Consumer
Furniture,4/24/2014,423.23,Home Office
Office Supplies,4/24/2014,448.12,Consumer
Office Supplies,4/24/2014,15.74,Corporate
Office Supplies,4/24/2014,3,Home Office
Technology,4/24/2014,144.47,Consumer
Technology,4/24/2014,47.68,Home Office
Office Supplies,4/25/2014,74.89,Consumer
Office Supplies,4/25/2014,241.49,Corporate
Office Supplies,4/25/2014,1.54,Home Office
Technology,4/25/2014,485.76,Consumer
Technology,4/25/2014,62.98,Corporate
Furniture,4/26/2014,376.03,Consumer
Office Supplies,4/26/2014,125.56,Consumer
Office Supplies,4/26/2014,119.87,Home Office
Technology,4/26/2014,97.17,Consumer
Furniture,4/27/2014,2.13,Consumer
Office Supplies,4/27/2014,57.83,Home Office
Furniture,4/28/2014,120.04,Consumer
Furniture,4/28/2014,202.64,Corporate
Office Supplies,4/28/2014,163.41,Consumer
Office Supplies,4/28/2014,31.46,Corporate
Office Supplies,4/29/2014,27.8,Consumer
Office Supplies,4/29/2014,13.4,Corporate
Technology,4/29/2014,744.46,Consumer
Furniture,4/30/2014,"1,058.83",Corporate
Office Supplies,4/30/2014,4.17,Consumer
Furniture,5/1/2014,92.19,Corporate
Furniture,5/1/2014,242.77,Home Office
Office Supplies,5/1/2014,14.52,Consumer
Office Supplies,5/1/2014,128.92,Corporate
Office Supplies,5/1/2014,278.2,Home Office
Technology,5/1/2014,707.15,Corporate
Furniture,5/2/2014,"3,443.80",Consumer
Office Supplies,5/2/2014,8.25,Consumer
Technology,5/2/2014,45.48,Home Office
Furniture,5/3/2014,131.23,Corporate
Office Supplies,5/3/2014,94.27,Consumer
Technology,5/3/2014,161.16,Corporate
Furniture,5/4/2014,357.21,Corporate
Office Supplies,5/4/2014,53.28,Consumer
Office Supplies,5/4/2014,810.45,Corporate
Furniture,5/5/2014,327.99,Corporate
Office Supplies,5/5/2014,752.79,Consumer
Office Supplies,5/5/2014,30.38,Corporate
Technology,5/5/2014,176.6,Corporate
Furniture,5/6/2014,96.29,Consumer
Office Supplies,5/6/2014,59.42,Consumer
Office Supplies,5/6/2014,31.05,Corporate
Furniture,5/7/2014,667.11,Corporate
Office Supplies,5/7/2014,574.39,Consumer
Office Supplies,5/7/2014,674.02,Corporate
Office Supplies,5/7/2014,6.66,Home Office
Technology,5/7/2014,802.75,Consumer
Technology,5/7/2014,416.92,Home Office
Furniture,5/8/2014,"1,667.78",Corporate
Office Supplies,5/8/2014,74.33,Corporate
Technology,5/8/2014,453.54,Consumer
Technology,5/8/2014,83.19,Home Office
Furniture,5/9/2014,52.79,Consumer
Furniture,5/9/2014,112.69,Corporate
Office Supplies,5/9/2014,80.27,Consumer
Office Supplies,5/9/2014,38.15,Corporate
Technology,5/9/2014,"3,091.16",Home Office
Furniture,5/10/2014,192.51,Corporate
Furniture,5/10/2014,315.54,Home Office
Office Supplies,5/10/2014,70.45,Corporate
Office Supplies,5/10/2014,287.24,Home Office
Technology,5/10/2014,177.98,Home Office
Furniture,5/12/2014,186.88,Corporate
Furniture,5/12/2014,7.28,Home Office
Office Supplies,5/12/2014,158.03,Consumer
Office Supplies,5/12/2014,89.97,Home Office
Furniture,5/13/2014,46.71,Consumer
Furniture,5/13/2014,299.75,Corporate
Office Supplies,5/13/2014,126,Consumer
Office Supplies,5/13/2014,453.38,Corporate
Office Supplies,5/13/2014,10.17,Home Office
Technology,5/13/2014,77.79,Consumer
Furniture,5/14/2014,412.59,Home Office
Office Supplies,5/14/2014,"1,645.36",Corporate
Office Supplies,5/14/2014,372.32,Home Office
Technology,5/14/2014,546.81,Corporate
Furniture,5/15/2014,945.24,Consumer
Furniture,5/15/2014,269.82,Corporate
Office Supplies,5/15/2014,350.1,Consumer
Office Supplies,5/15/2014,570.83,Corporate
Technology,5/15/2014,"1,967.37",Consumer
Technology,5/15/2014,79.17,Corporate
Furniture,5/16/2014,270.15,Consumer
Office Supplies,5/16/2014,83.94,Consumer
Technology,5/16/2014,44.78,Consumer
Office Supplies,5/17/2014,207.76,Consumer
Furniture,5/19/2014,14.56,Consumer
Furniture,5/19/2014,304.52,Corporate
Office Supplies,5/19/2014,2.87,Consumer
Office Supplies,5/19/2014,129.61,Corporate
Office Supplies,5/19/2014,652.54,Home Office
Technology,5/19/2014,384.56,Consumer
Technology,5/19/2014,84.38,Corporate
Technology,5/19/2014,97.71,Home Office
Furniture,5/20/2014,"1,400.79",Consumer
Furniture,5/20/2014,314.35,Corporate
Furniture,5/20/2014,667.78,Home Office
Office Supplies,5/20/2014,638.94,Consumer
Office Supplies,5/20/2014,388.34,Corporate
Office Supplies,5/20/2014,8.01,Home Office
Technology,5/20/2014,514.67,Consumer
Technology,5/20/2014,571.47,Corporate
Technology,5/20/2014,31.96,Home Office
Furniture,5/21/2014,483.23,Home Office
Office Supplies,5/21/2014,839.3,Consumer
Office Supplies,5/21/2014,44.17,Corporate
Technology,5/21/2014,"1,156.82",Consumer
Technology,5/21/2014,295.15,Home Office
Furniture,5/22/2014,478.45,Corporate
Office Supplies,5/22/2014,17.79,Corporate
Furniture,5/23/2014,165.61,Consumer
Office Supplies,5/23/2014,79.38,Consumer
Office Supplies,5/23/2014,12.12,Home Office
Technology,5/23/2014,68.46,Consumer
Furniture,5/24/2014,179.85,Consumer
Office Supplies,5/24/2014,60.33,Consumer
Furniture,5/26/2014,20.35,Consumer
Office Supplies,5/26/2014,789.08,Consumer
Office Supplies,5/26/2014,25.96,Home Office
Technology,5/26/2014,116.4,Consumer
Office Supplies,5/27/2014,13.87,Consumer
Office Supplies,5/27/2014,203.75,Corporate
Technology,5/27/2014,24.93,Consumer
Furniture,5/28/2014,486.69,Consumer
Office Supplies,5/28/2014,518.16,Consumer
Office Supplies,5/28/2014,37.41,Corporate
Office Supplies,5/28/2014,52.51,Home Office
Technology,5/28/2014,281.21,Consumer
Technology,5/28/2014,116.58,Corporate
Technology,5/28/2014,534.57,Home Office
Furniture,5/29/2014,301.96,Consumer
Furniture,5/29/2014,547.5,Corporate
Office Supplies,5/29/2014,145.47,Corporate
Technology,5/29/2014,49.47,Consumer
Technology,5/29/2014,472.61,Corporate
Furniture,5/30/2014,63.78,Consumer
Office Supplies,5/30/2014,578.02,Consumer
Office Supplies,5/30/2014,21.43,Home Office
Furniture,5/31/2014,500.1,Consumer
Furniture,5/31/2014,12.37,Home Office
Office Supplies,5/31/2014,33.92,Consumer
Office Supplies,5/31/2014,41.27,Corporate
Technology,5/31/2014,209.45,Home Office
Furniture,6/2/2014,"2,118.47",Corporate
Office Supplies,6/2/2014,349.16,Consumer
Office Supplies,6/2/2014,"2,419.14",Corporate
Technology,6/2/2014,152.04,Consumer
Technology,6/2/2014,123.86,Corporate
Office Supplies,6/3/2014,94.77,Consumer
Office Supplies,6/3/2014,24.42,Home Office
Technology,6/3/2014,3.09,Home Office
Furniture,6/4/2014,227.07,Consumer
Furniture,6/4/2014,457.73,Corporate
Office Supplies,6/4/2014,54.76,Consumer
Office Supplies,6/4/2014,60.62,Corporate
Office Supplies,6/4/2014,119.91,Home Office
Technology,6/4/2014,803.94,Consumer
Technology,6/4/2014,"1,076.16",Corporate
Furniture,6/5/2014,30.34,Consumer
Furniture,6/5/2014,33.26,Corporate
Office Supplies,6/5/2014,21.96,Consumer
Office Supplies,6/5/2014,6.56,Corporate
Office Supplies,6/5/2014,105.86,Home Office
Technology,6/5/2014,72.7,Corporate
Office Supplies,6/6/2014,21.57,Corporate
Technology,6/6/2014,437.45,Consumer
Furniture,6/7/2014,5.15,Home Office
Office Supplies,6/7/2014,23.23,Home Office
Furniture,6/9/2014,"1,572.55",Home Office
Office Supplies,6/9/2014,115.96,Consumer
Office Supplies,6/9/2014,102.71,Corporate
Technology,6/9/2014,84.17,Consumer
Technology,6/9/2014,400.65,Corporate
Technology,6/9/2014,15.42,Home Office
Furniture,6/10/2014,115.62,Home Office
Office Supplies,6/10/2014,45.68,Consumer
Office Supplies,6/10/2014,771.21,Corporate
Office Supplies,6/10/2014,36.35,Home Office
Furniture,6/11/2014,555.3,Home Office
Office Supplies,6/11/2014,71.04,Consumer
Office Supplies,6/11/2014,"1,453.99",Corporate
Office Supplies,6/11/2014,32.26,Home Office
Technology,6/11/2014,236.79,Consumer
Technology,6/11/2014,237.97,Home Office
Furniture,6/12/2014,170.93,Consumer
Furniture,6/12/2014,244.29,Home Office
Office Supplies,6/12/2014,330.76,Consumer
Office Supplies,6/12/2014,368.21,Home Office
Technology,6/12/2014,347.22,Consumer
Furniture,6/13/2014,760.4,Consumer
Furniture,6/13/2014,475.59,Home Office
Office Supplies,6/13/2014,101.86,Consumer
Office Supplies,6/13/2014,82.08,Home Office
Technology,6/13/2014,137.25,Consumer
Furniture,6/14/2014,829.97,Home Office
Office Supplies,6/14/2014,169.13,Consumer
Office Supplies,6/14/2014,161.44,Home Office
Technology,6/14/2014,50.38,Home Office
Furniture,6/16/2014,776.08,Consumer
Furniture,6/16/2014,149.09,Corporate
Office Supplies,6/16/2014,22.39,Consumer
Office Supplies,6/16/2014,301.42,Corporate
Office Supplies,6/16/2014,141.01,Home Office
Technology,6/16/2014,45.1,Consumer
Technology,6/16/2014,"2,859.86",Corporate
Furniture,6/17/2014,"1,499.77",Consumer
Office Supplies,6/17/2014,238.74,Consumer
Office Supplies,6/17/2014,19.15,Corporate
Office Supplies,6/17/2014,214.58,Home Office
Technology,6/17/2014,656.75,Consumer
Furniture,6/18/2014,169.22,Consumer
Office Supplies,6/18/2014,224.4,Consumer
Office Supplies,6/18/2014,21.5,Corporate
Technology,6/18/2014,"3,330.55",Home Office
Furniture,6/19/2014,945.46,Consumer
Office Supplies,6/19/2014,41.21,Consumer
Office Supplies,6/19/2014,76.58,Home Office
Furniture,6/20/2014,50.82,Consumer
Furniture,6/20/2014,719.01,Corporate
Furniture,6/20/2014,471.21,Home Office
Office Supplies,6/20/2014,361.89,Consumer
Office Supplies,6/20/2014,262.56,Corporate
Office Supplies,6/20/2014,6.27,Home Office
Technology,6/20/2014,193.89,Corporate
Office Supplies,6/21/2014,134.35,Consumer
Technology,6/21/2014,795.55,Consumer
Furniture,6/22/2014,16.31,Consumer
Office Supplies,6/22/2014,42.49,Consumer
Office Supplies,6/22/2014,568.67,Home Office
Furniture,6/23/2014,448.92,Home Office
Office Supplies,6/23/2014,35.77,Consumer
Office Supplies,6/23/2014,47.89,Home Office
Furniture,6/25/2014,435.97,Consumer
Office Supplies,6/25/2014,194.42,Consumer
Office Supplies,6/25/2014,534.78,Corporate
Furniture,6/26/2014,"1,094.08",Consumer
Office Supplies,6/26/2014,95.58,Home Office
Technology,6/26/2014,145.51,Consumer
Furniture,6/27/2014,563.3,Consumer
Furniture,6/27/2014,281.76,Corporate
Office Supplies,6/27/2014,338.87,Consumer
Office Supplies,6/27/2014,"1,019.74",Corporate
Office Supplies,6/27/2014,22.3,Home Office
Technology,6/27/2014,"1,733.62",Consumer
Technology,6/27/2014,473.21,Home Office
Furniture,6/28/2014,131.35,Corporate
Furniture,6/28/2014,172.48,Home Office
Office Supplies,6/28/2014,21.07,Consumer
Office Supplies,6/28/2014,19.25,Corporate
Technology,6/28/2014,"1,248.83",Corporate
Furniture,6/30/2014,731.66,Consumer
Furniture,6/30/2014,697.18,Corporate
Office Supplies,6/30/2014,"1,903.94",Consumer
Office Supplies,6/30/2014,"1,225.12",Corporate
Technology,6/30/2014,53.59,Consumer
Furniture,7/1/2014,"1,457.77",Consumer
Furniture,7/1/2014,20.89,Corporate
Furniture,7/1/2014,530.79,Home Office
Office Supplies,7/1/2014,489.8,Consumer
Office Supplies,7/1/2014,"1,020.29",Corporate
Office Supplies,7/1/2014,78.07,Home Office
Technology,7/1/2014,"1,071.69",Home Office
Office Supplies,7/2/2014,588.64,Home Office
Office Supplies,7/3/2014,186.11,Home Office
Furniture,7/4/2014,729.39,Consumer
Furniture,7/4/2014,230.21,Home Office
Office Supplies,7/4/2014,76.49,Consumer
Office Supplies,7/4/2014,294.79,Corporate
Office Supplies,7/4/2014,90.18,Home Office
Technology,7/4/2014,518.33,Consumer
Technology,7/4/2014,573.25,Corporate
Technology,7/4/2014,"3,836.59",Home Office
Furniture,7/6/2014,285.54,Corporate
Office Supplies,7/6/2014,56,Corporate
Technology,7/6/2014,79.96,Corporate
Furniture,7/7/2014,307.17,Consumer
Office Supplies,7/7/2014,17.1,Corporate
Furniture,7/8/2014,87.21,Consumer
Office Supplies,7/8/2014,48.17,Consumer
Technology,7/8/2014,"1,167.25",Consumer
Technology,7/8/2014,269.64,Corporate
Furniture,7/9/2014,210.37,Consumer
Furniture,7/9/2014,117.71,Corporate
Furniture,7/9/2014,155.27,Home Office
Office Supplies,7/9/2014,902.01,Consumer
Office Supplies,7/9/2014,173.28,Corporate
Office Supplies,7/9/2014,167.09,Home Office
Technology,7/9/2014,51.5,Consumer
Technology,7/9/2014,154.67,Corporate
Furniture,7/10/2014,568.57,Home Office
Office Supplies,7/10/2014,876.84,Consumer
Office Supplies,7/10/2014,61.92,Corporate
Technology,7/10/2014,268.3,Consumer
Furniture,7/11/2014,17.9,Consumer
Office Supplies,7/11/2014,42.33,Corporate
Office Supplies,7/11/2014,328.31,Home Office
Office Supplies,7/12/2014,31.84,Consumer
Office Supplies,7/12/2014,196.24,Corporate
Technology,7/12/2014,143.21,Consumer
Technology,7/12/2014,"1,481.75",Corporate
Office Supplies,7/13/2014,4.04,Consumer
Furniture,7/14/2014,90.1,Consumer
Office Supplies,7/14/2014,351.5,Corporate
Technology,7/14/2014,42.76,Consumer
Furniture,7/15/2014,685.53,Consumer
Office Supplies,7/15/2014,405.19,Consumer
Technology,7/15/2014,"2,601.34",Consumer
Furniture,7/16/2014,964.84,Consumer
Furniture,7/16/2014,942.78,Corporate
Office Supplies,7/16/2014,43.91,Consumer
Office Supplies,7/16/2014,183.26,Corporate
Technology,7/16/2014,45.25,Consumer
Furniture,7/17/2014,326.27,Consumer
Office Supplies,7/17/2014,2.8,Home Office
Furniture,7/18/2014,7.35,Consumer
Furniture,7/18/2014,"1,110.57",Corporate
Furniture,7/18/2014,33.22,Home Office
Office Supplies,7/18/2014,87.75,Corporate
Office Supplies,7/18/2014,104.9,Home Office
Technology,7/18/2014,712.47,Home Office
Furniture,7/19/2014,"1,444.41",Consumer
Office Supplies,7/19/2014,28.32,Consumer
Technology,7/19/2014,581.97,Consumer
Furniture,7/21/2014,9.23,Consumer
Furniture,7/21/2014,498.79,Corporate
Office Supplies,7/21/2014,72.5,Consumer
Office Supplies,7/21/2014,"1,219.90",Corporate
Technology,7/21/2014,386.07,Corporate
Furniture,7/22/2014,641.6,Consumer
Office Supplies,7/22/2014,418.08,Consumer
Office Supplies,7/22/2014,96.55,Corporate
Office Supplies,7/22/2014,283.75,Home Office
Technology,7/22/2014,357.64,Consumer
Technology,7/22/2014,"1,772.55",Corporate
Technology,7/22/2014,214.78,Home Office
Furniture,7/23/2014,578.98,Consumer
Technology,7/23/2014,30.27,Corporate
Office Supplies,7/24/2014,181.92,Consumer
Office Supplies,7/24/2014,123.73,Corporate
Office Supplies,7/24/2014,14.06,Home Office
Technology,7/24/2014,174.13,Consumer
Technology,7/24/2014,379.95,Home Office
Technology,7/25/2014,"2,111.96",Corporate
Furniture,7/26/2014,150.75,Consumer
Furniture,7/26/2014,289.17,Home Office
Office Supplies,7/26/2014,355.62,Consumer
Furniture,7/27/2014,351.48,Corporate
Technology,7/27/2014,"1,550.95",Corporate
Furniture,7/28/2014,331.14,Consumer
Office Supplies,7/28/2014,36.03,Consumer
Technology,7/28/2014,841.18,Consumer
Office Supplies,7/29/2014,22.22,Corporate
Technology,7/29/2014,"1,214.34",Corporate
Furniture,7/30/2014,355.84,Consumer
Office Supplies,7/30/2014,248.8,Consumer
Office Supplies,7/30/2014,2.81,Corporate
Technology,7/30/2014,499.85,Consumer
Technology,7/30/2014,121.05,Corporate
Office Supplies,7/31/2014,385.18,Consumer
Office Supplies,7/31/2014,74.47,Home Office
Technology,7/31/2014,82.75,Consumer
Furniture,8/1/2014,35.48,Consumer
Office Supplies,8/1/2014,48.08,Consumer
Office Supplies,8/1/2014,216.81,Corporate
Office Supplies,8/1/2014,872.5,Home Office
Technology,8/1/2014,309.47,Consumer
Technology,8/1/2014,45.15,Home Office
Office Supplies,8/2/2014,192.14,Consumer
Office Supplies,8/2/2014,90.27,Corporate
Technology,8/2/2014,334.83,Consumer
Technology,8/2/2014,"1,425.58",Corporate
Furniture,8/4/2014,282.75,Consumer
Office Supplies,8/4/2014,174.87,Consumer
Office Supplies,8/4/2014,14.29,Corporate
Technology,8/4/2014,37.03,Consumer
Office Supplies,8/5/2014,20.07,Corporate
Office Supplies,8/6/2014,253.9,Consumer
Office Supplies,8/6/2014,15.14,Corporate
Office Supplies,8/6/2014,149.55,Home Office
Technology,8/6/2014,72.6,Consumer
Furniture,8/7/2014,159.53,Consumer
Office Supplies,8/7/2014,75.03,Consumer
Office Supplies,8/7/2014,117.6,Corporate
Office Supplies,8/7/2014,275.25,Home Office
Technology,8/7/2014,775.45,Home Office
Furniture,8/8/2014,222.68,Consumer
Office Supplies,8/8/2014,"1,728.64",Consumer
Technology,8/8/2014,"1,293.83",Consumer
Furniture,8/11/2014,105.53,Consumer
Office Supplies,8/11/2014,64.47,Consumer
Office Supplies,8/11/2014,173.66,Corporate
Technology,8/11/2014,"1,294.50",Consumer
Office Supplies,8/12/2014,47.58,Corporate
Office Supplies,8/12/2014,443.02,Home Office
Technology,8/12/2014,135.15,Corporate
Furniture,8/13/2014,56.02,Consumer
Furniture,8/13/2014,"1,922.29",Corporate
Office Supplies,8/13/2014,939.41,Consumer
Office Supplies,8/13/2014,251.67,Corporate
Technology,8/13/2014,688.86,Consumer
Furniture,8/14/2014,501.2,Consumer
Office Supplies,8/14/2014,"2,068.41",Consumer
Office Supplies,8/14/2014,56.25,Corporate
Technology,8/14/2014,1.41,Consumer
Furniture,8/15/2014,359.73,Consumer
Office Supplies,8/15/2014,20.42,Consumer
Office Supplies,8/16/2014,96.86,Consumer
Office Supplies,8/16/2014,"2,000.19",Corporate
Office Supplies,8/17/2014,74.12,Consumer
Furniture,8/18/2014,"4,151.20",Consumer
Furniture,8/18/2014,444.06,Corporate
Furniture,8/18/2014,88.63,Home Office
Office Supplies,8/18/2014,"4,306.11",Corporate
Office Supplies,8/18/2014,164.68,Home Office
Technology,8/18/2014,71.26,Corporate
Technology,8/18/2014,85.4,Home Office
Furniture,8/19/2014,206.42,Corporate
Office Supplies,8/19/2014,271.28,Consumer
Office Supplies,8/19/2014,"3,588.89",Corporate
Office Supplies,8/19/2014,313.41,Home Office
Technology,8/19/2014,23.41,Consumer
Technology,8/19/2014,"2,045.05",Corporate
Office Supplies,8/20/2014,119.48,Consumer
Office Supplies,8/20/2014,376.35,Corporate
Office Supplies,8/21/2014,225.28,Consumer
Office Supplies,8/21/2014,292.59,Corporate
Technology,8/21/2014,100.33,Corporate
Technology,8/21/2014,37.4,Home Office
Furniture,8/22/2014,"1,492.53",Consumer
Furniture,8/22/2014,330.4,Corporate
Furniture,8/22/2014,114.74,Home Office
Office Supplies,8/22/2014,"5,159.63",Consumer
Office Supplies,8/22/2014,669.59,Corporate
Office Supplies,8/22/2014,255.21,Home Office
Technology,8/22/2014,410.37,Consumer
Technology,8/22/2014,33.51,Corporate
Furniture,8/23/2014,218.41,Consumer
Furniture,8/23/2014,276.79,Home Office
Furniture,8/24/2014,2.37,Consumer
Office Supplies,8/24/2014,230.65,Consumer
Technology,8/24/2014,"3,974.79",Consumer
Office Supplies,8/25/2014,604.11,Consumer
Office Supplies,8/25/2014,27.85,Corporate
Furniture,8/26/2014,112.64,Consumer
Office Supplies,8/26/2014,254.11,Consumer
Furniture,8/27/2014,66.91,Consumer
Office Supplies,8/27/2014,49.96,Home Office
Technology,8/27/2014,78.46,Home Office
Furniture,8/28/2014,130.22,Consumer
Furniture,8/28/2014,"1,763.79",Corporate
Office Supplies,8/28/2014,24.71,Consumer
Office Supplies,8/28/2014,"1,661.85",Corporate
Office Supplies,8/28/2014,109.92,Home Office
Technology,8/28/2014,"2,179.86",Corporate
Technology,8/28/2014,351.45,Home Office
Furniture,8/29/2014,"1,240.15",Home Office
Office Supplies,8/29/2014,52.58,Consumer
Office Supplies,8/29/2014,214.28,Home Office
Technology,8/29/2014,32.35,Home Office
Furniture,8/30/2014,158.38,Corporate
Office Supplies,8/30/2014,96.19,Corporate
Furniture,9/1/2014,501.22,Corporate
Office Supplies,9/1/2014,"1,135.41",Consumer
Office Supplies,9/1/2014,157.22,Corporate
Office Supplies,9/1/2014,11.33,Home Office
Technology,9/1/2014,646.7,Consumer
Technology,9/1/2014,606.68,Home Office
Furniture,9/2/2014,551.84,Consumer
Furniture,9/2/2014,294.9,Corporate
Office Supplies,9/2/2014,19.94,Consumer
Office Supplies,9/2/2014,327.18,Corporate
Office Supplies,9/2/2014,7.2,Home Office
Technology,9/2/2014,20.79,Consumer
Furniture,9/3/2014,236.53,Consumer
Furniture,9/3/2014,"1,688.63",Corporate
Furniture,9/3/2014,705.65,Home Office
Office Supplies,9/3/2014,"1,870.23",Consumer
Office Supplies,9/3/2014,346.52,Corporate
Office Supplies,9/3/2014,543.4,Home Office
Technology,9/3/2014,225.31,Consumer
Technology,9/3/2014,543.55,Corporate
Technology,9/3/2014,"3,097.29",Home Office
Furniture,9/4/2014,358.51,Consumer
Furniture,9/4/2014,250.76,Home Office
Office Supplies,9/4/2014,64.38,Consumer
Office Supplies,9/4/2014,15.61,Corporate
Office Supplies,9/4/2014,522.75,Home Office
Technology,9/4/2014,110.88,Corporate
Technology,9/4/2014,242.22,Home Office
Furniture,9/5/2014,"1,654.23",Consumer
Furniture,9/5/2014,"2,297.85",Corporate
Office Supplies,9/5/2014,"1,255.27",Consumer
Office Supplies,9/5/2014,162.78,Corporate
Office Supplies,9/5/2014,36.84,Home Office
Technology,9/5/2014,115.39,Consumer
Technology,9/5/2014,43.61,Home Office
Office Supplies,9/6/2014,78.76,Consumer
Office Supplies,9/6/2014,137.97,Home Office
Technology,9/6/2014,92.26,Consumer
Furniture,9/8/2014,400.08,Consumer
Office Supplies,9/8/2014,153.19,Consumer
Office Supplies,9/8/2014,576.44,Corporate
Office Supplies,9/8/2014,"1,559.28",Home Office
Technology,9/8/2014,929.86,Consumer
Furniture,9/9/2014,819.22,Consumer
Furniture,9/9/2014,246.34,Corporate
Office Supplies,9/9/2014,153.46,Corporate
Office Supplies,9/9/2014,56.75,Home Office
Technology,9/9/2014,263.7,Consumer
Technology,9/9/2014,456.76,Corporate
Technology,9/9/2014,161.54,Home Office
Furniture,9/10/2014,324.17,Consumer
Furniture,9/10/2014,137.8,Corporate
Office Supplies,9/10/2014,612.18,Consumer
Office Supplies,9/10/2014,849.48,Corporate
Technology,9/10/2014,"2,666.68",Corporate
Furniture,9/11/2014,384.09,Corporate
Office Supplies,9/11/2014,366.1,Consumer
Office Supplies,9/11/2014,96.41,Corporate
Office Supplies,9/11/2014,693.96,Home Office
Technology,9/11/2014,678.34,Consumer
Technology,9/11/2014,157.47,Corporate
Furniture,9/12/2014,832.28,Consumer
Furniture,9/12/2014,"2,115.90",Home Office
Office Supplies,9/12/2014,"2,129.66",Consumer
Office Supplies,9/12/2014,17.11,Corporate
Office Supplies,9/12/2014,217.6,Home Office
Technology,9/12/2014,75.96,Consumer
Technology,9/12/2014,156.91,Corporate
Furniture,9/13/2014,8.28,Consumer
Office Supplies,9/13/2014,368.53,Consumer
Office Supplies,9/13/2014,93.87,Corporate
Office Supplies,9/14/2014,14.49,Consumer
Furniture,9/15/2014,229.24,Consumer
Furniture,9/15/2014,595.3,Home Office
Office Supplies,9/15/2014,192.79,Consumer
Office Supplies,9/15/2014,935.77,Corporate
Office Supplies,9/15/2014,95.88,Home Office
Technology,9/15/2014,230.92,Consumer
Technology,9/15/2014,886.98,Corporate
Technology,9/15/2014,982.66,Home Office
Furniture,9/16/2014,"1,818.90",Consumer
Furniture,9/16/2014,599.59,Corporate
Furniture,9/16/2014,349.92,Home Office
Office Supplies,9/16/2014,"3,063.95",Consumer
Office Supplies,9/16/2014,121.8,Corporate
Office Supplies,9/16/2014,38.23,Home Office
Technology,9/16/2014,762.85,Consumer
Technology,9/16/2014,399.9,Corporate
Technology,9/16/2014,65.38,Home Office
Furniture,9/17/2014,23.86,Consumer
Office Supplies,9/17/2014,579.75,Consumer
Office Supplies,9/17/2014,35.64,Corporate
Office Supplies,9/17/2014,19.49,Home Office
Technology,9/17/2014,172.43,Consumer
Technology,9/17/2014,17.82,Home Office
Furniture,9/18/2014,"1,189.50",Corporate
Furniture,9/18/2014,927.69,Home Office
Office Supplies,9/18/2014,44.66,Consumer
Office Supplies,9/18/2014,469.6,Corporate
Office Supplies,9/18/2014,107.39,Home Office
Technology,9/18/2014,564.27,Consumer
Technology,9/18/2014,"1,429.92",Home Office
Furniture,9/19/2014,28.63,Corporate
Office Supplies,9/19/2014,85.03,Consumer
Office Supplies,9/19/2014,628.11,Corporate
Office Supplies,9/19/2014,113.7,Home Office
